outcome,factor,contrast,level_high,level_low,mean_high,mean_low,raw_difference,standardized_difference,n_subjects,n_trials,n_rows,interpretation_note
q_S2,DateBatch,Second_minus_First,Second_2026-05-01_or_later,First_before_2026-05-01,5.559523809523809,5.4491228070175435,0.11040100250626583,0.08148316256324246,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
q_S3,WWR,leader_minus_lowest,45,75,5.389261744966443,5.032467532467533,0.35679421249890986,0.2380662355122292,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
q_S3,WWR,WWR15_minus_best_WWR45_or_WWR75,WWR15,best_non15,5.366666666666666,5.389261744966443,-0.02259507829977636,-0.01507626817783165,42,453,453,Positive values mean WWR15 exceeds the better of WWR45/WWR75; three-level descriptive contrast only.
q_S3,Complexity,leader_minus_lowest,0,1,5.262008733624454,5.258928571428571,0.0030801621958831404,0.002055197626680173,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
q_S3,Complexity,Complexity1_minus_0,1,0,5.258928571428571,5.262008733624454,-0.0030801621958831404,-0.002052924005314833,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
q_S3,ExperienceGroup,leader_minus_lowest,High,Low,5.508474576271187,5.101449275362318,0.40702530090886846,0.27158226717565576,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
q_S3,ExperienceGroup,High_minus_Low,High,Low,5.508474576271187,5.101449275362318,0.40702530090886846,0.2737005761759514,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
q_S3,DateBatch,leader_minus_lowest,Second_2026-05-01_or_later,First_before_2026-05-01,5.261904761904762,5.2596491228070175,0.0022556390977443996,0.0015050454571929222,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
q_S3,DateBatch,Second_minus_First,Second_2026-05-01_or_later,First_before_2026-05-01,5.261904761904762,5.2596491228070175,0.0022556390977443996,0.001503380060200662,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
q_S4,WWR,leader_minus_lowest,15,45,5.466666666666667,5.02013422818792,0.446532438478747,0.2960608038348784,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
q_S4,WWR,WWR15_minus_best_WWR45_or_WWR75,WWR15,best_non15,5.466666666666667,5.305194805194805,0.16147186147186154,0.10705938692144713,42,453,453,Positive values mean WWR15 exceeds the better of WWR45/WWR75; three-level descriptive contrast only.
q_S4,Complexity,leader_minus_lowest,1,0,5.357142857142857,5.17467248908297,0.18247036805988692,0.12098185750603083,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
q_S4,Complexity,Complexity1_minus_0,1,0,5.357142857142857,5.17467248908297,0.18247036805988692,0.12107012781147565,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
q_S4,ExperienceGroup,leader_minus_lowest,High,Low,5.451977401129944,5.144927536231884,0.30704986489805997,0.20358079724019232,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
q_S4,ExperienceGroup,High_minus_Low,High,Low,5.451977401129944,5.144927536231884,0.30704986489805997,0.20436840550062754,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
q_S4,DateBatch,leader_minus_lowest,Second_2026-05-01_or_later,First_before_2026-05-01,5.333333333333333,5.224561403508772,0.1087719298245613,0.07211817597897388,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
q_S4,DateBatch,Second_minus_First,Second_2026-05-01_or_later,First_before_2026-05-01,5.333333333333333,5.224561403508772,0.1087719298245613,0.07208220178428063,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
q_S5,WWR,leader_minus_lowest,15,45,6.76,6.261744966442953,0.49825503355704637,0.2850308017584387,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
q_S5,WWR,WWR15_minus_best_WWR45_or_WWR75,WWR15,best_non15,6.76,6.5064935064935066,0.25350649350649324,0.14502042975719043,42,453,453,Positive values mean WWR15 exceeds the better of WWR45/WWR75; three-level descriptive contrast only.
q_S5,Complexity,leader_minus_lowest,1,0,6.558035714285714,6.462882096069869,0.09515361821584545,0.05443339306912105,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
q_S5,Complexity,Complexity1_minus_0,1,0,6.558035714285714,6.462882096069869,0.09515361821584545,0.0543933375497701,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
q_S5,ExperienceGroup,leader_minus_lowest,High,Low,6.655367231638418,6.416666666666667,0.23870056497175085,0.13655057918506852,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
q_S5,ExperienceGroup,High_minus_Low,High,Low,6.655367231638418,6.416666666666667,0.23870056497175085,0.1367038599718737,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
q_S5,DateBatch,leader_minus_lowest,Second_2026-05-01_or_later,First_before_2026-05-01,6.535714285714286,6.494736842105263,0.040977443609022224,0.023441476391133264,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
q_S5,DateBatch,Second_minus_First,Second_2026-05-01_or_later,First_before_2026-05-01,6.535714285714286,6.494736842105263,0.040977443609022224,0.023417035734740004,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
q_SupplementFlag,WWR,leader_minus_lowest,15,15,0.0,0.0,0.0,,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
q_SupplementFlag,WWR,WWR15_minus_best_WWR45_or_WWR75,WWR15,best_non15,0.0,0.0,0.0,,42,453,453,Positive values mean WWR15 exceeds the better of WWR45/WWR75; three-level descriptive contrast only.
q_SupplementFlag,Complexity,leader_minus_lowest,0,0,0.0,0.0,0.0,,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
q_SupplementFlag,Complexity,Complexity1_minus_0,1,0,0.0,0.0,0.0,,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
q_SupplementFlag,ExperienceGroup,leader_minus_lowest,High,High,0.0,0.0,0.0,,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
q_SupplementFlag,ExperienceGroup,High_minus_Low,High,Low,0.0,0.0,0.0,,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
q_SupplementFlag,DateBatch,leader_minus_lowest,First_before_2026-05-01,First_before_2026-05-01,0.0,0.0,0.0,,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
q_SupplementFlag,DateBatch,Second_minus_First,Second_2026-05-01_or_later,First_before_2026-05-01,0.0,0.0,0.0,,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
q_S5_7,WWR,leader_minus_lowest,15,45,5.32,4.946308724832215,0.37369127516778544,0.28503080175843915,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
q_S5_7,WWR,WWR15_minus_best_WWR45_or_WWR75,WWR15,best_non15,5.32,5.12987012987013,0.19012987012987015,0.14502042975719057,42,453,453,Positive values mean WWR15 exceeds the better of WWR45/WWR75; three-level descriptive contrast only.
q_S5_7,Complexity,leader_minus_lowest,1,0,5.168526785714286,5.097161572052402,0.07136521366188386,0.05443339306912087,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
q_S5_7,Complexity,Complexity1_minus_0,1,0,5.168526785714286,5.097161572052402,0.07136521366188386,0.054393337549769924,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
q_S5_7,ExperienceGroup,leader_minus_lowest,High,Low,5.241525423728813,5.0625,0.17902542372881314,0.1365505791850685,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
q_S5_7,ExperienceGroup,High_minus_Low,High,Low,5.241525423728813,5.0625,0.17902542372881314,0.13670385997187368,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
q_S5_7,DateBatch,leader_minus_lowest,Second_2026-05-01_or_later,First_before_2026-05-01,5.151785714285714,5.121052631578947,0.030733082706767334,0.023441476391133767,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
q_S5_7,DateBatch,Second_minus_First,Second_2026-05-01_or_later,First_before_2026-05-01,5.151785714285714,5.121052631578947,0.030733082706767334,0.02341703573474051,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
eeg_F_theta,WWR,leader_minus_lowest,75,15,6.095259574266202,5.776585463355619,0.3186741109105835,0.10197699594123791,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_F_theta,WWR,WWR15_minus_best_WWR45_or_WWR75,WWR15,best_non15,5.776585463355619,6.095259574266202,-0.3186741109105835,-0.10197699594123791,42,453,453,Positive values mean WWR15 exceeds the better of WWR45/WWR75; three-level descriptive contrast only.
eeg_F_theta,Complexity,leader_minus_lowest,1,0,5.983565255515858,5.9138023429777595,0.0697629125380983,0.02232441232335549,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_F_theta,Complexity,Complexity1_minus_0,1,0,5.983565255515858,5.9138023429777595,0.0697629125380983,0.022301095751334016,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
eeg_F_theta,ExperienceGroup,leader_minus_lowest,High,Low,6.424851422215099,5.642683521903575,0.7821679003115234,0.25029687089270786,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_F_theta,ExperienceGroup,High_minus_Low,High,Low,6.424851422215099,5.642683521903575,0.7821679003115234,0.25190958585049594,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
eeg_F_theta,DateBatch,leader_minus_lowest,Second_2026-05-01_or_later,First_before_2026-05-01,6.002069383738127,5.916602446699838,0.085466937038289,0.027349763263038184,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_F_theta,DateBatch,Second_minus_First,Second_2026-05-01_or_later,First_before_2026-05-01,6.002069383738127,5.916602446699838,0.085466937038289,0.027321881942850394,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
eeg_F_alpha,WWR,leader_minus_lowest,75,15,5.310108517038744,4.471821127883145,0.8382873891555986,0.2125963828695331,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_F_alpha,WWR,WWR15_minus_best_WWR45_or_WWR75,WWR15,best_non15,4.471821127883145,5.310108517038744,-0.8382873891555986,-0.2125963828695331,42,453,453,Positive values mean WWR15 exceeds the better of WWR45/WWR75; three-level descriptive contrast only.
eeg_F_alpha,Complexity,leader_minus_lowest,1,0,5.33996667703703,4.542577652666634,0.7973890243703963,0.20222423063261236,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_F_alpha,Complexity,Complexity1_minus_0,1,0,5.33996667703703,4.542577652666635,0.7973890243703954,0.20304317682490283,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
eeg_F_alpha,ExperienceGroup,leader_minus_lowest,High,Low,5.480934677133634,4.587961522696742,0.8929731544368922,0.2264651300839772,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_F_alpha,ExperienceGroup,High_minus_Low,High,Low,5.480934677133633,4.587961522696741,0.8929731544368922,0.2276113176838074,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
eeg_F_alpha,DateBatch,leader_minus_lowest,Second_2026-05-01_or_later,First_before_2026-05-01,5.193928314566563,4.785343372876391,0.40858494169017145,0.10362040729944269,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_F_alpha,DateBatch,Second_minus_First,Second_2026-05-01_or_later,First_before_2026-05-01,5.193928314566563,4.785343372876391,0.40858494169017145,0.10363590456300423,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
eeg_F_beta,WWR,leader_minus_lowest,45,15,10.63663544365078,9.363290887795424,1.2733445558553562,0.1104518522244128,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_F_beta,WWR,WWR15_minus_best_WWR45_or_WWR75,WWR15,best_non15,9.363290887795424,10.63663544365078,-1.2733445558553562,-0.1104518522244128,42,453,453,Positive values mean WWR15 exceeds the better of WWR45/WWR75; three-level descriptive contrast only.
eeg_F_beta,Complexity,leader_minus_lowest,1,0,10.346843641567078,9.641339166248134,0.7055044753189446,0.061196536077578086,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_F_beta,Complexity,Complexity1_minus_0,1,0,10.346843641567078,9.641339166248134,0.7055044753189446,0.061157499363975916,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
eeg_F_beta,ExperienceGroup,leader_minus_lowest,Low,High,10.823148574477157,8.691359538000864,2.1317890364762935,0.1849146380276743,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_F_beta,ExperienceGroup,High_minus_Low,High,Low,8.691359538000864,10.823148574477157,-2.1317890364762935,-0.1854680546621354,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
eeg_F_beta,DateBatch,leader_minus_lowest,First_before_2026-05-01,Second_2026-05-01_or_later,11.369597977318557,7.650144174083688,3.7194538032348694,0.32263110557257096,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_F_beta,DateBatch,Second_minus_First,Second_2026-05-01_or_later,First_before_2026-05-01,7.650144174083688,11.369597977318557,-3.7194538032348694,-0.3262692593609423,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
eeg_F_low_beta,WWR,leader_minus_lowest,45,15,4.05109862330128,3.7025577964252494,0.34854082687603016,0.10924788733350882,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_F_low_beta,WWR,WWR15_minus_best_WWR45_or_WWR75,WWR15,best_non15,3.7025577964252494,4.05109862330128,-0.34854082687603016,-0.10924788733350882,42,453,453,Positive values mean WWR15 exceeds the better of WWR45/WWR75; three-level descriptive contrast only.
eeg_F_low_beta,Complexity,leader_minus_lowest,1,0,3.9913776270178194,3.7833538806996323,0.2080237463181871,0.06520370943099592,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_F_low_beta,Complexity,Complexity1_minus_0,1,0,3.991377627017819,3.7833538806996323,0.20802374631818665,0.06516625511763889,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
eeg_F_low_beta,ExperienceGroup,leader_minus_lowest,Low,High,4.054765288058934,3.6233977832087083,0.43136750485022546,0.13520937845819747,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_F_low_beta,ExperienceGroup,High_minus_Low,High,Low,3.6233977832087083,4.054765288058935,-0.43136750485022635,-0.1353552422306797,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
eeg_F_low_beta,DateBatch,leader_minus_lowest,First_before_2026-05-01,Second_2026-05-01_or_later,4.281808274406098,3.215126600752795,1.0666816736533025,0.3343445310223105,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_F_low_beta,DateBatch,Second_minus_First,Second_2026-05-01_or_later,First_before_2026-05-01,3.215126600752795,4.281808274406098,-1.0666816736533025,-0.33842701089665383,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
eeg_F_high_beta,WWR,leader_minus_lowest,45,15,6.275167455563291,5.387272052457498,0.8878954031057926,0.10868421633155274,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_F_high_beta,WWR,WWR15_minus_best_WWR45_or_WWR75,WWR15,best_non15,5.387272052457498,6.275167455563291,-0.8878954031057926,-0.10868421633155274,42,453,453,Positive values mean WWR15 exceeds the better of WWR45/WWR75; three-level descriptive contrast only.
eeg_F_high_beta,Complexity,leader_minus_lowest,1,0,6.056926004951852,5.573217546698287,0.4837084582535649,0.05920908536561982,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_F_high_beta,Complexity,Complexity1_minus_0,1,0,6.05692600495185,5.573217546698286,0.483708458253564,0.0591695411794999,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
eeg_F_high_beta,ExperienceGroup,leader_minus_lowest,Low,High,6.4521182778453365,4.814879088236212,1.637239189609125,0.20040880676659215,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_F_high_beta,ExperienceGroup,High_minus_Low,High,Low,4.814879088236211,6.452118277845337,-1.6372391896091267,-0.20115308865245107,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
eeg_F_high_beta,DateBatch,leader_minus_lowest,First_before_2026-05-01,Second_2026-05-01_or_later,6.75800345310547,4.208257495047996,2.549745958057474,0.3121056155113377,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_F_high_beta,DateBatch,Second_minus_First,Second_2026-05-01_or_later,First_before_2026-05-01,4.208257495047997,6.75800345310547,-2.549745958057473,-0.3153726865123531,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
eeg_P_theta,WWR,leader_minus_lowest,75,15,0.68263782497656,0.6227988361131489,0.0598389888634111,0.17955815076781287,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_P_theta,WWR,WWR15_minus_best_WWR45_or_WWR75,WWR15,best_non15,0.6227988361131489,0.68263782497656,-0.0598389888634111,-0.17955815076781287,42,453,453,Positive values mean WWR15 exceeds the better of WWR45/WWR75; three-level descriptive contrast only.
eeg_P_theta,Complexity,leader_minus_lowest,0,1,0.6565134433226916,0.6466823347825743,0.009831108540117262,0.029500091879735686,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_P_theta,Complexity,Complexity1_minus_0,1,0,0.6466823347825742,0.6565134433226915,-0.009831108540117262,-0.029470653716457827,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
eeg_P_theta,ExperienceGroup,leader_minus_lowest,High,Low,0.7574208685693721,0.5838222020848338,0.17359866648453826,0.5209154787169491,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_P_theta,ExperienceGroup,High_minus_Low,High,Low,0.7574208685693721,0.5838222020848337,0.17359866648453837,0.5380472261364254,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
eeg_P_theta,DateBatch,leader_minus_lowest,Second_2026-05-01_or_later,First_before_2026-05-01,0.7950609824907916,0.567116408609614,0.22794457388117761,0.6839906044717244,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_P_theta,DateBatch,Second_minus_First,Second_2026-05-01_or_later,First_before_2026-05-01,0.7950609824907916,0.5671164086096139,0.22794457388117773,0.723982172623367,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
eeg_P_alpha,WWR,leader_minus_lowest,75,15,0.9146029409527285,0.7713573566567469,0.14324558429598166,0.21087456037104885,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_P_alpha,WWR,WWR15_minus_best_WWR45_or_WWR75,WWR15,best_non15,0.7713573566567469,0.9146029409527285,-0.14324558429598166,-0.21087456037104885,42,453,453,Positive values mean WWR15 exceeds the better of WWR45/WWR75; three-level descriptive contrast only.
eeg_P_alpha,Complexity,leader_minus_lowest,1,0,0.8832351368364358,0.7909715620110321,0.0922635748254037,0.13582297056618,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_P_alpha,Complexity,Complexity1_minus_0,1,0,0.8832351368364357,0.7909715620110321,0.0922635748254036,0.13598724465793932,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
eeg_P_alpha,ExperienceGroup,leader_minus_lowest,Low,High,0.871228246546886,0.782588487598573,0.088639758948313,0.13048828200525264,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_P_alpha,ExperienceGroup,High_minus_Low,High,Low,0.7825884875985731,0.8712282465468859,-0.08863975894831277,-0.13060942418467048,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
eeg_P_alpha,DateBatch,leader_minus_lowest,Second_2026-05-01_or_later,First_before_2026-05-01,0.8786678867792383,0.8117928188525472,0.06687506792669118,0.0984480646864912,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_P_alpha,DateBatch,Second_minus_First,Second_2026-05-01_or_later,First_before_2026-05-01,0.8786678867792383,0.8117928188525472,0.06687506792669118,0.09845072810246483,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
eeg_P_beta,WWR,leader_minus_lowest,45,15,1.6002212329658403,1.472299088406762,0.12792214455907835,0.06892497109721336,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_P_beta,WWR,WWR15_minus_best_WWR45_or_WWR75,WWR15,best_non15,1.472299088406762,1.6002212329658403,-0.12792214455907835,-0.06892497109721336,42,453,453,Positive values mean WWR15 exceeds the better of WWR45/WWR75; three-level descriptive contrast only.
eeg_P_beta,Complexity,leader_minus_lowest,0,1,1.558669986084673,1.5202589215408058,0.038411064543867335,0.020696037598686167,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_P_beta,Complexity,Complexity1_minus_0,1,0,1.5202589215408058,1.558669986084673,-0.038411064543867335,-0.020674240333026964,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
eeg_P_beta,ExperienceGroup,leader_minus_lowest,Low,High,1.744904344968552,1.2196600340520354,0.5252443109165166,0.28300376821917067,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_P_beta,ExperienceGroup,High_minus_Low,High,Low,1.2196600340520352,1.744904344968552,-0.5252443109165168,-0.28543079082422973,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
eeg_P_beta,DateBatch,leader_minus_lowest,First_before_2026-05-01,Second_2026-05-01_or_later,1.762922866958793,1.1609548104480634,0.6019680565107297,0.32434283399060826,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_P_beta,DateBatch,Second_minus_First,Second_2026-05-01_or_later,First_before_2026-05-01,1.1609548104480634,1.7629228669587926,-0.6019680565107293,-0.3280438284181091,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
eeg_P_low_beta,WWR,leader_minus_lowest,45,15,0.6174389146943766,0.5731904919210487,0.04424842277332797,0.08357140003236906,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_P_low_beta,WWR,WWR15_minus_best_WWR45_or_WWR75,WWR15,best_non15,0.5731904919210487,0.6174389146943766,-0.04424842277332797,-0.08357140003236906,42,453,453,Positive values mean WWR15 exceeds the better of WWR45/WWR75; three-level descriptive contrast only.
eeg_P_low_beta,Complexity,leader_minus_lowest,1,0,0.6070062716942414,0.5942231265858889,0.012783145108352434,0.02414335396754289,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_P_low_beta,Complexity,Complexity1_minus_0,1,0,0.6070062716942414,0.5942231265858888,0.012783145108352545,0.02411839299819305,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
eeg_P_low_beta,ExperienceGroup,leader_minus_lowest,Low,High,0.6395982476181139,0.5396462401416902,0.09995200747642374,0.18877801009182285,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_P_low_beta,ExperienceGroup,High_minus_Low,High,Low,0.5396462401416902,0.6395982476181139,-0.09995200747642374,-0.1893758755405668,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
eeg_P_low_beta,DateBatch,leader_minus_lowest,First_before_2026-05-01,Second_2026-05-01_or_later,0.6435391487594572,0.5276062110192458,0.1159329377402114,0.21896097780585927,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_P_low_beta,DateBatch,Second_minus_First,Second_2026-05-01_or_later,First_before_2026-05-01,0.5276062110192458,0.6435391487594572,-0.1159329377402114,-0.2199550824580938,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
eeg_P_high_beta,WWR,leader_minus_lowest,45,15,0.9362862258820394,0.8562711147113784,0.08001511117066096,0.06055557011922938,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_P_high_beta,WWR,WWR15_minus_best_WWR45_or_WWR75,WWR15,best_non15,0.8562711147113784,0.9362862258820394,-0.08001511117066096,-0.06055557011922938,42,453,453,Positive values mean WWR15 exceeds the better of WWR45/WWR75; three-level descriptive contrast only.
eeg_P_high_beta,Complexity,leader_minus_lowest,0,1,0.9195106375074522,0.8679023444551043,0.05160829305234793,0.03905724260008397,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_P_high_beta,Complexity,Complexity1_minus_0,1,0,0.8679023444551044,0.9195106375074522,-0.05160829305234782,-0.03902147078017487,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
eeg_P_high_beta,ExperienceGroup,leader_minus_lowest,Low,High,1.054988724013579,0.6429444820305207,0.4120442419830582,0.31183577230070464,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_P_high_beta,ExperienceGroup,High_minus_Low,High,Low,0.6429444820305207,1.054988724013579,-0.4120442419830582,-0.31516811620105684,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
eeg_P_high_beta,DateBatch,leader_minus_lowest,First_before_2026-05-01,Second_2026-05-01_or_later,1.0682968673062412,0.5982943688385192,0.470002498467722,0.3556986778593766,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
eeg_P_high_beta,DateBatch,Second_minus_First,Second_2026-05-01_or_later,First_before_2026-05-01,0.5982943688385192,1.0682968673062412,-0.470002498467722,-0.3606805414911777,42,453,453,Planned descriptive contrast; use with model and balance diagnostics.
eeg_O_theta,WWR,leader_minus_lowest,75,15,1.6699642638021213,1.6158578643043604,0.05410639949776086,0.06309191764955892,42,453,453,Descriptive effect-size screen; direction is not a causal claim.
